seed,scenario,method,temporal,view,regime,window,support,n_cells,positive_cells,tp,fp,fn,tn,precision,recall,f1,clean_channel_fpr,average_precision,top1_localization,localization_rows,bystander_fpr,bystander_cells,clean_row_alarm_rate,score_coverage,common_complete_row_fraction,top1_random_baseline,all_faults_row_recall,exact_fault_set_rate,selected_cells,native_score_coverage,common_row_fraction,all_timeline_recall,all_timeline_f1,unavailable_positive_fraction,post_event_cells,post_event_fpr,false_onsets_per_1000_clean_cells
42,steady_m05,regime_conditional,sma,clean,transit_rough,all,common,2064,0,0,17,0,2047,0.0,,0.0,0.008236434108527133,,,0,,0,0.024709302325581394,1.0,1.0,,,,2160,0.9555555555555556,0.9555555555555556,,0.0,,90,0.022222222222222223,4.844961240310077
42,steady_m05,regime_conditional,sma,clean,transit_rough,stable,own,2064,0,0,17,0,2047,0.0,,0.0,0.008236434108527133,,,0,,0,0.024709302325581394,0.9555555555555556,0.9555555555555556,,,,2160,0.9555555555555556,0.9555555555555556,,0.0,,90,0.022222222222222223,4.844961240310077
42,steady_m05,regime_conditional,sma,clean,transit_rough,stable,common,2064,0,0,17,0,2047,0.0,,0.0,0.008236434108527133,,,0,,0,0.024709302325581394,1.0,1.0,,,,2160,0.9555555555555556,0.9555555555555556,,0.0,,90,0.022222222222222223,4.844961240310077
42,steady_m05,regime_conditional,point,clean,all,all,own,6480,0,0,83,0,6397,0.0,,0.0,0.012808641975308642,,,0,,0,0.037037037037037035,1.0,1.0,,,,6480,1.0,0.9555555555555556,,0.0,,270,0.025925925925925925,12.654320987654321
42,steady_m05,regime_conditional,point,clean,all,all,common,6192,0,0,80,0,6112,0.0,,0.0,0.012919896640826873,,,0,,0,0.037306201550387594,1.0,1.0,,,,6480,1.0,0.9555555555555556,,0.0,,268,0.026119402985074626,12.758397932816537
42,steady_m05,regime_conditional,point,clean,all,stable,own,6480,0,0,83,0,6397,0.0,,0.0,0.012808641975308642,,,0,,0,0.037037037037037035,1.0,1.0,,,,6480,1.0,0.9555555555555556,,0.0,,270,0.025925925925925925,12.654320987654321
42,steady_m05,regime_conditional,point,clean,all,stable,common,6192,0,0,80,0,6112,0.0,,0.0,0.012919896640826873,,,0,,0,0.037306201550387594,1.0,1.0,,,,6480,1.0,0.9555555555555556,,0.0,,268,0.026119402985074626,12.758397932816537
42,steady_m05,regime_conditional,point,clean,warehouse,all,own,2160,0,0,37,0,2123,0.0,,0.0,0.01712962962962963,,,0,,0,0.04861111111111111,1.0,1.0,,,,2160,1.0,0.9555555555555556,,0.0,,96,0.020833333333333332,16.666666666666668
42,steady_m05,regime_conditional,point,clean,warehouse,all,common,2064,0,0,36,0,2028,0.0,,0.0,0.01744186046511628,,,0,,0,0.04941860465116279,1.0,1.0,,,,2160,1.0,0.9555555555555556,,0.0,,94,0.02127659574468085,16.95736434108527
42,steady_m05,regime_conditional,point,clean,warehouse,stable,own,2160,0,0,37,0,2123,0.0,,0.0,0.01712962962962963,,,0,,0,0.04861111111111111,1.0,1.0,,,,2160,1.0,0.9555555555555556,,0.0,,96,0.020833333333333332,16.666666666666668
