seed,scenario,method,temporal,view,any_active_hit,fresh_onset_hit,pre_active,fresh_delay_detected,fresh_delay_capped,scoreable_fraction,fully_unavailable,event_channel_count
42,steady_m1,regime_marginal,ewma,clean,0.041666666666666664,0.0,0.08333333333333333,,9.0,1.0,0.0,24
42,steady_m1,regime_marginal,ewma,observed,0.3333333333333333,0.2916666666666667,0.08333333333333333,6.571428571428571,7.666666666666667,1.0,0.0,24
42,steady_m1,regime_marginal,point,clean,0.0,0.0,0.041666666666666664,,9.0,1.0,0.0,24
42,steady_m1,regime_marginal,point,observed,0.2916666666666667,0.2916666666666667,0.041666666666666664,4.285714285714286,7.5,1.0,0.0,24
42,steady_m1,regime_marginal,sma,clean,0.041666666666666664,0.0,0.041666666666666664,,9.0,0.9305555555555555,0.041666666666666664,24
42,steady_m1,regime_marginal,sma,observed,0.2916666666666667,0.2916666666666667,0.041666666666666664,6.714285714285714,7.708333333333333,0.9305555555555555,0.041666666666666664,24
42,steady_m2_r10_k1,regime_conditional,ewma,clean,0.0,0.0,0.041666666666666664,,9.0,1.0,0.0,24
42,steady_m2_r10_k1,regime_conditional,ewma,observed,1.0,0.9583333333333334,0.08333333333333333,2.608695652173913,3.0,1.0,0.0,24
42,steady_m2_r10_k1,regime_conditional,point,clean,0.08333333333333333,0.08333333333333333,0.041666666666666664,9.0,8.75,1.0,0.0,24
42,steady_m2_r10_k1,regime_conditional,point,observed,0.9583333333333334,0.9583333333333334,0.041666666666666664,1.4782608695652173,1.9166666666666667,1.0,0.0,24
42,steady_m2_r10_k1,regime_conditional,sma,clean,0.0,0.0,0.0,,9.0,0.9305555555555555,0.041666666666666664,24
42,steady_m2_r10_k1,regime_conditional,sma,observed,0.9166666666666666,0.875,0.041666666666666664,3.5238095238095237,3.8333333333333335,0.9305555555555555,0.041666666666666664,24
42,steady_m2_r10_k1,regime_marginal,ewma,clean,0.041666666666666664,0.0,0.08333333333333333,,9.0,1.0,0.0,24
42,steady_m2_r10_k1,regime_marginal,ewma,observed,0.8333333333333334,0.7916666666666666,0.125,4.2105263157894735,4.833333333333333,1.0,0.0,24
42,steady_m2_r10_k1,regime_marginal,point,clean,0.0,0.0,0.041666666666666664,,9.0,1.0,0.0,24
42,steady_m2_r10_k1,regime_marginal,point,observed,0.9583333333333334,0.9583333333333334,0.041666666666666664,2.4347826086956523,2.5833333333333335,1.0,0.0,24
42,steady_m2_r10_k1,regime_marginal,sma,clean,0.041666666666666664,0.0,0.041666666666666664,,9.0,0.9305555555555555,0.041666666666666664,24
42,steady_m2_r10_k1,regime_marginal,sma,observed,0.6666666666666666,0.625,0.08333333333333333,5.266666666666667,5.541666666666667,0.9305555555555555,0.041666666666666664,24
42,steady_m4,regime_conditional,ewma,clean,0.0,0.0,0.041666666666666664,,9.0,1.0,0.0,24
42,steady_m4,regime_conditional,ewma,observed,1.0,0.9583333333333334,0.08333333333333333,0.782608695652174,1.25,1.0,0.0,24
42,steady_m4,regime_conditional,point,clean,0.08333333333333333,0.08333333333333333,0.041666666666666664,9.0,8.75,1.0,0.0,24
42,steady_m4,regime_conditional,point,observed,1.0,0.9166666666666666,0.08333333333333333,0.0,0.75,1.0,0.0,24
42,steady_m4,regime_conditional,sma,clean,0.0,0.0,0.0,,9.0,0.9305555555555555,0.041666666666666664,24
42,steady_m4,regime_conditional,sma,observed,0.9583333333333334,0.9166666666666666,0.08333333333333333,1.8636363636363635,2.4583333333333335,0.9305555555555555,0.041666666666666664,24
42,steady_m4,regime_marginal,ewma,clean,0.041666666666666664,0.0,0.08333333333333333,,9.0,1.0,0.0,24
42,steady_m4,regime_marginal,ewma,observed,1.0,0.9583333333333334,0.125,1.826086956521739,2.25,1.0,0.0,24
42,steady_m4,regime_marginal,point,clean,0.0,0.0,0.041666666666666664,,9.0,1.0,0.0,24
42,steady_m4,regime_marginal,point,observed,1.0,0.9583333333333334,0.08333333333333333,0.4782608695652174,0.7083333333333334,1.0,0.0,24
42,steady_m4,regime_marginal,sma,clean,0.041666666666666664,0.0,0.041666666666666664,,9.0,0.9305555555555555,0.041666666666666664,24
42,steady_m4,regime_marginal,sma,observed,0.9583333333333334,0.9166666666666666,0.08333333333333333,3.090909090909091,3.3333333333333335,0.9305555555555555,0.041666666666666664,24
42,steady_r02,regime_conditional,ewma,clean,0.0,0.0,0.08333333333333333,,4.0,1.0,0.0,12
42,steady_r02,regime_conditional,ewma,observed,0.8333333333333334,0.75,0.08333333333333333,2.111111111111111,2.5833333333333335,1.0,0.0,12
42,steady_r02,regime_conditional,point,clean,0.0,0.0,0.08333333333333333,,4.0,1.0,0.0,12
42,steady_r02,regime_conditional,point,observed,0.75,0.75,0.08333333333333333,0.5555555555555556,1.4166666666666667,1.0,0.0,12
42,steady_r02,regime_conditional,sma,clean,0.0,0.0,0.0,,4.0,0.9166666666666666,0.08333333333333333,12
42,steady_r02,regime_conditional,sma,observed,0.5,0.5,0.0,2.0,3.0,0.9166666666666666,0.08333333333333333,12
42,steady_r02,regime_marginal,ewma,clean,0.08333333333333333,0.0,0.16666666666666666,,4.0,1.0,0.0,12
