scenario,method,view,comparison,any_active_hit_mean,any_active_hit_std,any_active_hit_count,fresh_onset_hit_mean,fresh_onset_hit_std,fresh_onset_hit_count,pre_active_mean,pre_active_std,pre_active_count,fresh_delay_detected_mean,fresh_delay_detected_std,fresh_delay_detected_count,fresh_delay_capped_mean,fresh_delay_capped_std,fresh_delay_capped_count,scoreable_fraction_mean,scoreable_fraction_std,scoreable_fraction_count,fully_unavailable_mean,fully_unavailable_std,fully_unavailable_count
switch_d12,regime_marginal,clean,sma_minus_ewma,0.0,0.0,5,0.0,0.0,5,-1.3877787807814458e-18,0.02946278254943948,5,0.9,0.22360679774997896,5,0.03333333333333375,0.06846531968814587,5,-0.14166666666666666,0.0432566986177706,5,0.075,0.03486083443891982,5
switch_d12,regime_marginal,clean,sma_minus_point,-0.025000000000000005,0.0372677996249965,5,-0.03333333333333334,0.018633899812498248,5,0.024999999999999998,0.037267799624996496,5,-0.08666666666666671,2.542155690660105,5,0.29166666666666696,0.20412414523193195,5,-0.14166666666666666,0.0432566986177706,5,0.075,0.03486083443891982,5
switch_d12,regime_marginal,observed,sma_minus_ewma,-0.16666666666666666,0.06588078458684127,5,-0.18333333333333332,0.055901699437494734,5,-1.3877787807814458e-18,0.02946278254943948,5,1.2638562753036438,0.6456027056575503,5,1.3083333333333333,0.6261101252087278,5,-0.14166666666666666,0.0432566986177706,5,0.075,0.03486083443891982,5
switch_d12,regime_marginal,observed,sma_minus_point,-0.16666666666666666,0.058925565098878946,5,-0.19166666666666668,0.04750730937913073,5,0.041666666666666664,0.04166666666666667,5,3.0347167151733716,0.672769166117641,5,2.716666666666667,0.5475640500333169,5,-0.14166666666666666,0.0432566986177706,5,0.075,0.03486083443891982,5
switch_d4,regime_conditional,clean,sma_minus_ewma,-0.024999999999999994,0.022821773229381916,5,-0.03333333333333333,0.018633899812498248,5,0.008333333333333333,0.03486083443891982,5,-0.9,1.3468069233891282,5,0.24166666666666697,0.18257418583505555,5,-0.12777777777777777,0.02671581119676573,5,0.03333333333333333,0.018633899812498245,5
switch_d4,regime_conditional,clean,sma_minus_point,-0.058333333333333334,0.037267799624996496,5,-0.058333333333333334,0.0372677996249965,5,-0.008333333333333333,0.03486083443891981,5,-1.1333333333333333,1.232657472473373,5,0.3916666666666666,0.22360679774997874,5,-0.12777777777777777,0.02671581119676573,5,0.03333333333333333,0.018633899812498245,5
switch_d4,regime_conditional,observed,sma_minus_ewma,-0.07500000000000004,0.01863389981249823,5,-0.09166666666666667,0.03486083443891979,5,0.016666666666666666,0.047507309379130745,5,1.147779973649539,0.4985134751040224,5,1.4916666666666667,0.5522994859876497,5,-0.12777777777777777,0.02671581119676573,5,0.03333333333333333,0.018633899812498245,5
switch_d4,regime_conditional,observed,sma_minus_point,-0.07500000000000004,0.03486083443891978,5,-0.1,0.07569125885243727,5,0.016666666666666666,0.037267799624996496,5,1.8790052700922266,0.43544480578633915,5,2.2333333333333334,0.4512713522187435,5,-0.12777777777777777,0.02671581119676573,5,0.03333333333333333,0.018633899812498245,5
switch_d4,regime_marginal,clean,sma_minus_ewma,0.0,0.0,5,0.0,0.0,5,0.008333333333333333,0.018633899812498245,5,0.8333333333333333,0.23570226039551584,5,0.06666666666666714,0.022821773229382083,5,-0.12777777777777777,0.02671581119676573,5,0.03333333333333333,0.018633899812498245,5
switch_d4,regime_marginal,clean,sma_minus_point,-0.04166666666666667,0.05103103630798288,5,-0.05,0.03486083443891982,5,0.008333333333333333,0.018633899812498245,5,-0.77,2.2590681461365634,5,0.366666666666667,0.2966830519819653,5,-0.12777777777777777,0.02671581119676573,5,0.03333333333333333,0.018633899812498245,5
switch_d4,regime_marginal,observed,sma_minus_ewma,-0.15833333333333333,0.054326686710022117,5,-0.175,0.04564354645876384,5,0.008333333333333333,0.018633899812498245,5,1.0685434740697897,0.5421981842751052,5,1.2666666666666666,0.5267167697686829,5,-0.12777777777777777,0.02671581119676573,5,0.03333333333333333,0.018633899812498245,5
