seed,scenario,method,view,any_active_hit,fresh_onset_hit,pre_active,fresh_delay_detected,fresh_delay_capped,scoreable_fraction,fully_unavailable,delay_fraction_capped,comparison
45,switch_at,regime_marginal,clean,0.041666666666666664,0.0,0.0,,0.0,0.0,0.0,0.0,carry_minus_ewma
45,switch_at,regime_marginal,observed,0.12499999999999994,0.08333333333333331,0.0,0.20000000000000018,-0.25,0.0,0.0,-0.02083333333333326,carry_minus_ewma
45,switch_before6,regime_conditional,clean,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,carry_minus_ewma
45,switch_before6,regime_conditional,observed,0.20833333333333337,0.20833333333333337,0.0,1.1333333333333337,-0.666666666666667,0.0,0.0,-0.05555555555555558,carry_minus_ewma
45,switch_before6,regime_marginal,clean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carry_minus_ewma
45,switch_before6,regime_marginal,observed,0.12499999999999997,0.12499999999999997,0.0,0.5250000000000004,-0.75,0.0,0.0,-0.0625,carry_minus_ewma
45,switch_delay12,regime_conditional,clean,0.04166666666666666,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,carry_minus_ewma
45,switch_delay12,regime_conditional,observed,0.0,-0.04166666666666674,0.08333333333333333,0.1394736842105262,0.375,0.0,0.0,0.03125,carry_minus_ewma
45,switch_delay12,regime_marginal,clean,0.0,-0.04166666666666667,0.04166666666666666,-1.333333333333333,0.20833333333333393,0.0,0.0,0.01736111111111116,carry_minus_ewma
45,switch_delay12,regime_marginal,observed,0.04166666666666663,0.0,0.04166666666666666,-0.5454545454545459,-0.25,0.0,0.0,-0.02083333333333337,carry_minus_ewma
45,switch_random,regime_conditional,clean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carry_minus_ewma
45,switch_random,regime_conditional,observed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carry_minus_ewma
45,switch_random,regime_marginal,clean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carry_minus_ewma
45,switch_random,regime_marginal,observed,0.0,0.0,0.0,0.18181818181818166,0.08333333333333393,0.0,0.0,0.006944444444444531,carry_minus_ewma
46,count1,regime_conditional,clean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carry_minus_ewma
46,count1,regime_conditional,observed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carry_minus_ewma
46,count1,regime_marginal,clean,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,carry_minus_ewma
46,count1,regime_marginal,observed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carry_minus_ewma
46,count3,regime_conditional,clean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carry_minus_ewma
46,count3,regime_conditional,observed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carry_minus_ewma
46,count3,regime_marginal,clean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carry_minus_ewma
46,count3,regime_marginal,observed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carry_minus_ewma
46,duration24,regime_conditional,clean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carry_minus_ewma
46,duration24,regime_conditional,observed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carry_minus_ewma
46,duration24,regime_marginal,clean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carry_minus_ewma
46,duration24,regime_marginal,observed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carry_minus_ewma
46,duration4,regime_conditional,clean,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,carry_minus_ewma
46,duration4,regime_conditional,observed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carry_minus_ewma
46,duration4,regime_marginal,clean,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,carry_minus_ewma
46,duration4,regime_marginal,observed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carry_minus_ewma
46,magnitude2,regime_conditional,clean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carry_minus_ewma
