scenario,method,view,comparison,any_active_hit_mean,any_active_hit_std,any_active_hit_count,fresh_onset_hit_mean,fresh_onset_hit_std,fresh_onset_hit_count,pre_active_mean,pre_active_std,pre_active_count,fresh_delay_detected_mean,fresh_delay_detected_std,fresh_delay_detected_count,fresh_delay_capped_mean,fresh_delay_capped_std,fresh_delay_capped_count,scoreable_fraction_mean,scoreable_fraction_std,scoreable_fraction_count,fully_unavailable_mean,fully_unavailable_std,fully_unavailable_count,delay_fraction_capped_mean,delay_fraction_capped_std,delay_fraction_capped_count
switch_before6,regime_conditional,clean,cusum_minus_ewma,0.0,0.0,5,0.0,0.0,5,0.0,0.02946278254943948,5,0.5,0.7071067811865476,2,0.01666666666666643,0.03726779962499597,5,0.0,0.0,5,0.0,0.0,5,0.001388888888888884,0.003105649968749697,5
switch_before6,regime_conditional,clean,cusum_minus_point,-0.075,0.03486083443891981,5,-0.075,0.03486083443891981,5,0.008333333333333333,0.018633899812498245,5,-1.5,1.4142135623730951,2,0.43333333333333357,0.2725904538966023,5,0.0,0.0,5,0.0,0.0,5,0.036111111111111115,0.022715871158050186,5
switch_before6,regime_conditional,observed,cusum_minus_ewma,-0.25,0.1317615691736825,5,-0.25,0.1317615691736825,5,0.0,0.02946278254943948,5,0.48212705595058536,1.3240072995337644,5,1.9333333333333331,1.03187060450642,5,0.0,0.0,5,0.0,0.0,5,0.1611111111111111,0.08598921704220167,5
switch_before6,regime_conditional,observed,cusum_minus_point,-0.23333333333333334,0.10865337342004415,5,-0.23333333333333334,0.10865337342004415,5,0.008333333333333333,0.018633899812498245,5,1.0278647822765472,0.9324868177965037,5,2.1,0.9814247013624863,5,0.0,0.0,5,0.0,0.0,5,0.17499999999999996,0.08178539178020713,5
switch_before6,regime_marginal,clean,cusum_minus_ewma,0.016666666666666666,0.03726779962499649,5,-0.008333333333333333,0.03486083443891981,5,0.025,0.02282177322938192,5,,,0,0.09166666666666642,0.3095695936834452,5,0.0,0.0,5,0.0,0.0,5,0.007638888888888884,0.025797466140287096,5
switch_before6,regime_marginal,clean,cusum_minus_point,-0.008333333333333333,0.03486083443891982,5,-0.03333333333333333,0.03486083443891982,5,0.025,0.02282177322938192,5,-6.0,,1,0.2083333333333332,0.41352985919331675,5,0.0,0.0,5,0.0,0.0,5,0.01736111111111114,0.03446082159944306,5
switch_before6,regime_marginal,observed,cusum_minus_ewma,-0.15,0.12004050242406611,5,-0.175,0.12289901003127189,5,0.025,0.02282177322938192,5,0.7827272727272728,1.5912804761320387,5,1.1666666666666667,0.8338540040078959,5,0.0,0.0,5,0.0,0.0,5,0.09722222222222224,0.06948783366732462,5
switch_before6,regime_marginal,observed,cusum_minus_point,-0.3166666666666667,0.15756392000990863,5,-0.3416666666666667,0.1570120306784731,5,0.025,0.02282177322938192,5,1.6794627594627591,2.4240696721112007,5,2.525000000000001,0.9840745793778938,5,0.0,0.0,5,0.0,0.0,5,0.21041666666666678,0.08200621494815781,5
switch_delay12,regime_conditional,clean,cusum_minus_ewma,-0.08333333333333334,0.06588078458684125,5,-0.07500000000000001,0.06846531968814577,5,-0.025,0.02282177322938192,5,-2.325555555555556,4.468146175643046,5,0.32500000000000034,0.5467708234108083,5,0.0,0.0,5,0.0,0.0,5,0.027083333333333393,0.04556423528423401,5
switch_delay12,regime_conditional,clean,cusum_minus_point,-0.08333333333333334,0.06588078458684124,5,-0.10833333333333335,0.07569125885243731,5,-0.008333333333333333,0.018633899812498245,5,-2.037301587301587,3.0674482535338448,5,0.4666666666666671,0.3259601202601321,5,0.0,0.0,5,0.0,0.0,5,0.03888888888888893,0.02716334335501098,5
switch_delay12,regime_conditional,observed,cusum_minus_ewma,-0.08333333333333337,0.05892556509887897,5,-0.06666666666666667,0.03726779962499651,5,-0.025,0.02282177322938192,5,0.76227538543328,0.9737287178059986,5,0.9833333333333334,0.628876864824197,5,0.0,0.0,5,0.0,0.0,5,0.08194444444444444,0.0524064054020164,5
switch_delay12,regime_conditional,observed,cusum_minus_point,0.0,0.08838834764831845,5,0.008333333333333337,0.07453559924999298,5,-0.008333333333333333,0.018633899812498245,5,1.321258741258741,0.9841629370772643,5,0.841666666666667,0.4501157258602131,5,0.0,0.0,5,0.0,0.0,5,0.0701388888888889,0.037509643821684424,5
switch_delay12,regime_marginal,clean,cusum_minus_ewma,-0.08333333333333334,0.029462782549439483,5,-0.08333333333333334,0.04166666666666667,5,5.551115123125783e-18,0.029462782549439483,5,-2.3095238095238093,1.8321476272924897,4,0.4250000000000004,0.30956959368344444,5,0.0,0.0,5,0.0,0.0,5,0.03541666666666667,0.025797466140287037,5
switch_delay12,regime_marginal,clean,cusum_minus_point,-0.15,0.07569125885243728,5,-0.15833333333333333,0.061801654059130524,5,-0.008333333333333326,0.03486083443891982,5,-2.4714285714285715,3.1763154112645573,4,1.0583333333333336,0.48555523773190745,5,0.0,0.0,5,0.0,0.0,5,0.08819444444444446,0.04046293647765898,5
switch_delay12,regime_marginal,observed,cusum_minus_ewma,-0.21666666666666665,0.07453559924999299,5,-0.23333333333333334,0.0756912588524373,5,5.551115123125783e-18,0.029462782549439483,5,0.6070995670995671,2.113837595127016,5,1.6666666666666667,0.39418516517551083,5,0.0,0.0,5,0.0,0.0,5,0.1388888888888889,0.03284876376462591,5
switch_delay12,regime_marginal,observed,cusum_minus_point,-0.29166666666666663,0.041666666666666664,5,-0.31666666666666665,0.04750730937913074,5,-0.008333333333333326,0.03486083443891982,5,1.5179487179487179,3.096851463584945,5,2.6583333333333328,0.860192161993793,5,0.0,0.0,5,0.0,0.0,5,0.2215277777777777,0.07168268016614944,5
switch_random,regime_conditional,clean,cusum_minus_ewma,-0.09166666666666667,0.05432668671002206,5,-0.09166666666666667,0.05432668671002206,5,0.008333333333333333,0.018633899812498245,5,1.416666666666667,0.1178511301977575,2,0.5166666666666664,0.2095796056659885,5,0.0,0.0,5,0.0,0.0,5,0.043055555555555514,0.017464967138832364,5
switch_random,regime_conditional,clean,cusum_minus_point,-0.14166666666666666,0.06972166887783963,5,-0.14166666666666666,0.06972166887783963,5,0.008333333333333333,0.018633899812498245,5,0.75,2.333452377915607,2,0.6249999999999997,0.26841872347344026,5,0.0,0.0,5,0.0,0.0,5,0.05208333333333328,0.022368226956120035,5
switch_random,regime_conditional,observed,cusum_minus_ewma,-0.10000000000000002,0.06319062870042959,5,-0.10000000000000002,0.06319062870042959,5,0.008333333333333333,0.018633899812498245,5,1.3902899499880923,0.6713654005726477,5,1.5583333333333331,0.6611753003385548,5,0.0,0.0,5,0.0,0.0,5,0.1298611111111111,0.05509794169487954,5
switch_random,regime_conditional,observed,cusum_minus_point,0.0,0.07795119555779044,5,0.0,0.07795119555779044,5,0.008333333333333333,0.018633899812498245,5,1.6939890450107171,1.0730420345855678,5,1.108333333333333,0.7256462636850001,5,0.0,0.0,5,0.0,0.0,5,0.09236111111111109,0.06047052197374998,5
switch_random,regime_marginal,clean,cusum_minus_ewma,-0.05833333333333333,0.02282177322938192,5,-0.05833333333333333,0.02282177322938192,5,0.008333333333333333,0.018633899812498245,5,-6.5,,1,0.21666666666666642,0.21122986426061005,5,0.0,0.0,5,0.0,0.0,5,0.018055555555555537,0.017602488688384193,5
switch_random,regime_marginal,clean,cusum_minus_point,-0.11666666666666667,0.08014743359029727,5,-0.11666666666666667,0.08014743359029727,5,0.008333333333333333,0.018633899812498245,5,-3.666666666666667,,1,0.65,0.25103950552320137,5,0.0,0.0,5,0.0,0.0,5,0.054166666666666675,0.02091995879360014,5
switch_random,regime_marginal,observed,cusum_minus_ewma,-0.24166666666666664,0.0348608344389198,5,-0.24166666666666664,0.0348608344389198,5,0.008333333333333333,0.018633899812498245,5,1.0210858585858582,1.55549031166468,4,1.5250000000000004,0.2788866755113584,5,0.0,0.0,5,0.0,0.0,5,0.12708333333333338,0.023240556292613238,5
switch_random,regime_marginal,observed,cusum_minus_point,-0.36666666666666664,0.09033118078616166,5,-0.36666666666666664,0.09033118078616166,5,0.008333333333333333,0.018633899812498245,5,2.9172619047619044,0.7738287543397984,4,2.9333333333333336,0.7720148602484568,5,0.0,0.0,5,0.0,0.0,5,0.24444444444444446,0.06433457168737138,5
